Crop,State,Season,Area-2020-21 (Lakh ha),Area-2021-22 (Lakh ha),Area-2022-23 (Lakh ha),Area-2023-24 (Lakh ha),Area-2024-25 (Lakh ha),Production-2020-21,Production-2021-22 (Lakh Tonnes),Production-2022-23  (Lakh Tonnes),Production-2023-24  (Lakh Tonnes),Production-2024-25  (Lakh Tonnes),Yield-2020-21 (Kg/ha),Yield-2021-22 (Kg/ha),Yield-2022-23 (Kg/ha),Yield-2023-24 (Kg/ha),Yield-2024-25 (Kg/ha)
Safflower,Sikkim,Rabi,,,,,,,0,,,,,,,,
Safflower,Tamil Nadu,Rabi,,,,,,,0,,,,,,,,
Safflower,Telangana,Rabi,0.03,0.07,0.09,0.04,0.03,0.03,0.07,0.08,0.04,0.03,931,987,900,1017,992
Safflower,Tripura,Rabi,,0,,,,,0,,,,,0,,,
Safflower,Uttar Pradesh,Rabi,,,,,,,0,,,,,,,,
Safflower,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Safflower,West Bengal,Rabi,0,0,0,0,0,0,0,0,0,0,620,600,600,350,350
,,,,,,,,,,,,,,,,,
Sugarcane,Andaman And Nicobar Islands,Kharif,0,0,0,0,,0,0.03,0.03,0.02,,0,20043,23750,17100,
Sugarcane,Andhra Pradesh,Kharif,0.55,0.47,0.4,0.27,0.22,41.39,36.45,29.56,22.14,18.6,75248,77562,73893,80533,84560
Sugarcane,Arunachal Pradesh,Kharif,0.02,0.02,0.02,0.02,,0.46,0.46,0.47,0.47,,21589,21550,21560,21561,
Sugarcane,Assam,Kharif,0.3,0.3,0.29,0.29,0.29,10.93,11.6,12.64,13.8,12.63,35845,38969,43589,47231,43559
Sugarcane,Bihar,Kharif,2.21,2.11,2.1,2.02,1.85,121.1,120.26,127.43,120.84,118.12,54766,56949,60627,59777,63799
Sugarcane,Chandigarh,Kharif,0,0,,,,0,0,,,,0,0,,,
Sugarcane,Chhattisgarh,Kharif,0.32,0.35,0.42,0.36,0.33,17.56,19.58,23.88,20.41,18.58,55670,56040,56890,57160,56840
Sugarcane,Dadra And Nagar Haveli,Kharif,0,0,,,,0,0,,,,0,0,,,
Sugarcane,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Sugarcane,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Sugarcane,Goa,Kharif,0.01,0.01,0,0,,0.36,0.35,0.3,0.26,,65382,66172,62110,57527,
Sugarcane,Gujarat,Kharif,2.19,2.23,1.81,2.02,2.01,169.55,174.59,134.61,144.8,143.08,77327,78306,74344,71621,71292
Sugarcane,Haryana,Kharif,0.99,1.08,1.08,0.88,0.72,85.32,88.23,88.6,73.74,58.43,86179,81918,82232,83582,81563
Sugarcane,Himachal Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.23,0.23,0.22,0.22,0.22,15447,15190,15440,15440,15355
Sugarcane,Jammu And Kashmir,Kharif,0,0,0,0,,0,0,0,0,,2223,0,1175,1175,
Sugarcane,Jharkhand,Kharif,0,,,,,0,0,,,,0,,,,
Sugarcane,Karnataka,Kharif,4.43,6.37,6.59,5.43,5.54,425.28,611.52,593.46,418.11,498.6,96000,96000,90000,77000,90000
Sugarcane,Kerala,Kharif,0.01,0.01,0.01,0.01,0.01,1.07,0.1,1.01,0.76,0.49,115810,11401,108740,116120,90332
Sugarcane,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Sugarcane,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Sugarcane,Madhya Pradesh,Kharif,0.95,0.93,0.92,1.15,1.24,54.41,53.79,64.44,75.9,74.1,57270,57840,70040,66000,59760
Sugarcane,Maharashtra,Kharif,11.43,12.62,13.59,14.37,11.67,1051.38,1160.76,1239.68,1120.88,1099.9,92000,92000,91200,78000,94247
Sugarcane,Manipur,Kharif,0.05,0.05,0.05,0.05,,2.79,2.79,2.9,2.78,,56561,56561,57557,56100,
Sugarcane,Meghalaya,Kharif,0,0,0,0,,0,0,0,0,,3000,3000,3017,3017,
Sugarcane,Mizoram,Kharif,0.01,0.01,0.01,0.01,,0.43,0.37,0.41,0.24,,31198,28709,28260,23390,
Sugarcane,Nagaland,Kharif,0.04,0.04,0.02,0.03,,2.03,1.05,1.08,1.15,,45520,28695,43570,43571,
Sugarcane,Odisha,Kharif,0.07,0.07,0.07,0.07,0.13,3.81,3.98,3.94,4.12,6.75,54473,56398,53781,57402,51003
Sugarcane,Puducherry,Kharif,0.01,0,0.01,0.01,,1.87,0,1.61,1.51,,140000,0,120000,123000,
Sugarcane,Punjab,Kharif,0.89,0.87,0.9,0.9,0.89,74.87,71.31,75.06,75.1,70.33,83841,82153,83123,83254,79294
Sugarcane,Rajasthan,Kharif,0.05,0.04,0.04,0.04,0.06,3.94,3.21,3.1,3.45,4.65,79111,75845,87956,82975,79977
Sugarcane,Sikkim,Kharif,,0,,,,,0,,,,,0,,,
Sugarcane,Tamil Nadu,Kharif,1.28,1.48,1.59,1.52,1.3,132.85,161.66,176.58,159.27,132.08,104030,109240,111080,105000,101435
Sugarcane,Telangana,Kharif,0.22,0.28,0.28,0.27,0.21,17.51,28.65,29.43,24.33,19.53,79590,102306,105097,90116,93000
Sugarcane,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.49,0.48,0.38,0.38,,56486,55016,55718,55718,
Sugarcane,Uttar Pradesh,Kharif,21.8,21.77,27.95,26.53,25.87,1783.39,1791.67,2242.46,2158.11,2129.2,81807,82300,80244,81346,82300
Sugarcane,Uttarakhand,Kharif,0.46,0.44,0.47,0.94,0.97,36.8,35.2,37.6,77.76,80.24,80000,80000,80000,82646,82726
Sugarcane,West Bengal,Kharif,0.19,0.19,0.18,0.17,0.13,14.18,15.91,14.43,11.04,8.8,75427,83834,78197,66583,66580
Sugarcane,Others,Kharif,,,,,0.14,,,,,6.82,,,,,49968
,,,,,,,,,,,,,,,,,
Cotton,Andaman And Nicobar Islands,Kharif,,,,,,,0,,,,,,,,
Cotton,Andhra Pradesh,Kharif,6.06,5.54,7.04,4.22,4.04,16.01,17.08,15.41,7.37,9.93,449,524,372,297,418
Cotton,Arunachal Pradesh,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Assam,Kharif,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,88,87,87,87,85
Cotton,Bihar,Kharif,,,,,,,,,,,,,,,
Cotton,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Chhattisgarh,Kharif,0.04,0.04,0.05,0.07,0.07,0.08,0.08,0.09,0.13,0.12,340,329,321,313,322
Cotton,Dadra And Nagar Haveli,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Goa,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Gujarat,Kharif,22.71,22.84,24.84,26.83,23.72,72.12,75.09,87.95,90.57,69.61,540,559,602,574,499
Cotton,Haryana,Kharif,7.4,6.36,5.75,5.78,3.98,18.23,13.16,10,15.09,11.77,419,352,296,444,502
Cotton,Himachal Pradesh,Kharif,,,,,,,,,,,,,,,
Cotton,Jammu And Kashmir,Kharif,,0,,,,,0.01,,,,,938,,,
Cotton,Jharkhand,Kharif,,,,,,,,,,,,,,,
Cotton,Karnataka,Kharif,8.2,6.74,9.49,7.43,6.75,23.2,19.55,25.68,20.59,22.67,481,493,460,471,571
Cotton,Kerala,Kharif,0,0,0,0,0,0,0,0,0,0,1156,1000,589,1431,1493
Cotton,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Madhya Pradesh,Kharif,5.88,5.6,5.95,6.3,5.37,13.39,14.2,14.33,18.01,15.35,387,431,410,486,486
Cotton,Maharashtra,Kharif,45.45,44.1,41.82,42.34,39.63,101.05,82.49,83.16,80.45,92.32,378,318,338,323,396
Cotton,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Meghalaya,Kharif,0.07,0.07,0.02,0.02,,0.09,0.09,0.02,0.02,,203,202,144,144,
Cotton,Mizoram,Kharif,0,0,0,0,,0,0,0,0,,78,0,330,290,
Cotton,Nagaland,Kharif,0,0,0,0,,0,0,0,0,,600,600,600,600,
Cotton,Odisha,Kharif,1.71,1.93,2.16,2.16,1.47,5.51,6.26,7.05,7.05,5.17,547,551,554,554,596
Cotton,Puducherry,Kharif,0,0,0,0.01,,0.01,0.01,0.01,0.02,,425,426,452,338,
Cotton,Punjab,Kharif,2.52,2.51,2.49,2.14,1.6,10.23,6.46,4.44,6.29,4.06,691,437,303,500,430
Cotton,Rajasthan,Kharif,8.08,7.56,8.15,10.04,6.27,32.08,24.81,27.74,26.22,17.86,675,558,579,444,484
Cotton,Sikkim,Kharif,,0,,,,,0,,,,,0,,,
Cotton,Tamil Nadu,Kharif,1.12,1.48,1.73,1.3,1.03,2.43,3.02,3.19,2.52,2.1,369,347,313,330,346
Cotton,Telangana,Kharif,23.58,18.89,19.73,18.18,18.11,57.98,48.78,57.45,50.8,55.5,418,439,495,475,521
Cotton,Tripura,Kharif,0.01,0.01,0,0,,0.01,0.01,0,0,,265,262,155,155,
Cotton,Uttar Pradesh,Kharif,0.03,0.04,0.03,0.04,0.2,0.06,0.09,0.07,0.09,0.39,366,366,382,387,335
Cotton,Uttarakhand,Kharif,,,,,,,,,,,,,,,
Cotton,West Bengal,Kharif,0,0,0,0,0,0.01,0,0,0,0,501,538,859,830,900
Cotton,Others,Kharif,,,,,0.04,,,,,0.04,,,,,202
,,,,,,,,,,,,,,,,,
Jute,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Jute,Andhra Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute,Arunachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute,Assam,Kharif,0.63,0.62,0.58,0.57,0.58,7.74,7.43,6.89,6.58,6.95,2215,2175,2137,2087,2158
Jute,Bihar,Kharif,0.42,0.51,0.48,0.53,0.53,6.18,7.13,6.3,7.85,7.79,2620,2514,2352,2667,2637
Jute,Chandigarh,Kharif,,,,,,,0,,,,,,,,
Jute,Chhattisgarh,Kharif,,0,,,,,0,,,,,0,,,
Jute,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Jute,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Jute,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Jute,Goa,Kharif,,0,,,,,0,,,,,0,,,
Jute,Gujarat,Kharif,,,,,,,0,,,,,,,,
Jute,Haryana,Kharif,,,,,,,0,,,,,,,,
Jute,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Jute,Jharkhand,Kharif,,0,,,,,0,,,,,0,,,
Jute,Karnataka,Kharif,,,,,,,0,,,,,,,,
Jute,Kerala,Kharif,,,,,,,0,,,,,,,,
Jute,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Jute,Lakshadweep,Kharif,,,,,,,0,,,,,,,,
Jute,Madhya Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Jute,Maharashtra,Kharif,,,,,,,0,,,,,,,,
Jute,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Jute,Meghalaya,Kharif,0.07,0.07,0.03,0.03,,0.69,0.69,0.29,0.29,,1847,1848,1581,1581,
Jute,Mizoram,Kharif,,0,,,,,0,,,,,0,,,
Jute,Nagaland,Kharif,0.02,0,0.03,0.03,,0.26,0.01,0.31,0.33,,1907,2179,1908,1908,
Jute,Odisha,Kharif,0.01,0.03,0.03,0.03,0.02,0.1,0.49,0.33,0.4,0.23,2405,2544,2333,2620,2344
Jute,Puducherry,Kharif,,,,,,,0,,,,,,,,
Jute,Punjab,Kharif,,,,,,,0,,,,,,,,
Jute,Rajasthan,Kharif,,,,,,,0,,,,,,,,
Jute,Sikkim,Kharif,,,,,,,0,,,,,,,,
Jute,Tamil Nadu,Kharif,,,,,,,0,,,,,,,,
Jute,Telangana,Kharif,,,,,,,0,,,,,,,,
Jute,Tripura,Kharif,0,0,0,0,,0.04,0.04,0.02,0.02,,1596,1619,907,907,
Jute,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Jute,West Bengal,Kharif,5.06,5.06,5.04,4.79,4.2,74.52,81.83,75.75,77.04,68.7,2650,2911,2707,2894,2947
Jute,Others,Kharif,,,,,0.07,,,,,0.64,,,,,1701
,,,,,,,,,,,,,,,,,
Mesta,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Andhra Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.1,0.11,0.11,0.08,0.13,1880,1978,2039,2151,2300
Mesta,Arunachal Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Mesta,Assam,Kharif,0.03,0.03,0.03,0.03,0.03,0.2,0.18,0.21,0.16,0.19,1181,1113,1253,1015,1131
Mesta,Bihar,Kharif,0.13,0.13,0.12,0.14,0.06,1.69,1.39,1.43,2,0.74,2368,1982,2139,2636,2340
Mesta,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Chhattisgarh,Kharif,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,358,352,345,395,391
Mesta,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Mesta,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Goa,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Gujarat,Kharif,,,,,,,0,,,,,,,,
Mesta,Haryana,Kharif,,,,,,,0,,,,,,,,
Mesta,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Mesta,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Jharkhand,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Karnataka,Kharif,0,0,,,,0,0,,,,0,0,,,
Mesta,Kerala,Kharif,,,,,,,0,,,,,,,,
Mesta,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Madhya Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Mesta,Maharashtra,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Meghalaya,Kharif,0.04,0.04,0.04,0.04,,0.26,0.26,0.26,0.26,,1063,1063,1050,1050,
Mesta,Mizoram,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Nagaland,Kharif,0.02,0,0.01,0.02,,0.12,0,0.1,0.1,,1107,1100,1229,1150,
Mesta,Odisha,Kharif,0.04,0.04,0.04,0.04,0.03,0.19,0.18,0.18,0.18,0.17,894,895,896,896,913
Mesta,Puducherry,Kharif,,,,,,,0,,,,,,,,
Mesta,Punjab,Kharif,,,,,,,0,,,,,,,,
Mesta,Rajasthan,Kharif,,,,,,,0,,,,,,,,
Mesta,Sikkim,Kharif,,,,,,,0,,,,,,,,
Mesta,Tamil Nadu,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Telangana,Kharif,,0,,,,,0,,,,,0,,,
Mesta,Tripura,Kharif,0,0,0,0,,0.02,0.03,0.01,0.01,,1585,1579,881,881,
Mesta,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Mesta,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Mesta,West Bengal,Kharif,0.12,0.13,0.13,0.12,0.12,1.41,1.71,1.72,1.62,1.55,2034,2448,2452,2448,2363
Mesta,Others,Kharif,,,,,0.06,,,,,0.36,,,,,1069
,,,,,,,,,,,,,,,,,
Jute & Mesta,Andaman And Nicobar Islands,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Andhra Pradesh,Kharif,0.01,0.01,0.01,0.01,0.01,0.1,0.11,0.11,0.08,0.13,1880,1978,2039,2151,2300
Jute & Mesta,Arunachal Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Jute & Mesta,Assam,Kharif,0.66,0.64,0.61,0.6,0.61,7.94,7.62,7.09,6.73,7.14,2166,2127,2094,2037,2107
Jute & Mesta,Bihar,Kharif,0.55,0.64,0.6,0.67,0.59,7.87,8.52,7.73,9.86,8.54,2561,2409,2309,2661,2608
Jute & Mesta,Chandigarh,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Chhattisgarh,Kharif,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0,358,352,345,395,391
Jute & Mesta,Dadra And Nagar Haveli,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Daman And Diu,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Delhi,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Goa,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Gujarat,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Haryana,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Himachal Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Jammu And Kashmir,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Jharkhand,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Karnataka,Kharif,0,0,,,,0,0,,,,0,0,,,
Jute & Mesta,Kerala,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Madhya Pradesh,Kharif,0,0,,,,0,0,,,,0,0,,,
Jute & Mesta,Maharashtra,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Manipur,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Meghalaya,Kharif,0.11,0.11,0.08,0.08,,0.95,0.95,0.55,0.55,,1532,1533,1279,1280,
Jute & Mesta,Mizoram,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Nagaland,Kharif,0.04,0,0.04,0.05,,0.38,0.01,0.41,0.43,,1552,2039,1684,1662,
Jute & Mesta,Odisha,Kharif,0.05,0.07,0.06,0.06,0.05,0.29,0.67,0.51,0.59,0.41,1148,1695,1488,1642,1406
Jute & Mesta,Puducherry,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Punjab,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Rajasthan,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Sikkim,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Tamil Nadu,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Telangana,Kharif,,0,,,,,0,,,,,0,,,
Jute & Mesta,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.06,0.06,0.03,0.02,,1592,1603,897,897,
Jute & Mesta,Uttar Pradesh,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,Uttarakhand,Kharif,,,,,,,0,,,,,,,,
Jute & Mesta,West Bengal,Kharif,5.19,5.19,5.16,4.91,4.31,75.93,83.54,77.47,78.66,70.25,2635,2900,2701,2883,2931
Jute & Mesta,Others,Kharif,,,,,0.13,,,,,1,,,,,1403
,,,,,,,,,,,,,,,,,
Tobacco,Andhra Pradesh,Kharif,,0.57,0.58,0.84,,,1.32,1.18,2,,,2321,2036,2383,
Tobacco,Assam,Kharif,,0,0,0,,,0,0,0,,,585,665,694,
Tobacco,Bihar,Kharif,,0.1,0.1,0.11,,,0.18,0.18,0.19,,,1759,1757,1756,
Tobacco,Chhattisgarh,Kharif,,0,0,0,,,0,0,0,,,575,579,119,
Tobacco,Gujarat,Kharif,,1.92,1.93,1.89,,,4.52,4.47,4.2,,,2359,2319,2218,
Tobacco,Karnataka,Kharif,,0.8,0.76,0.77,,,0.63,0.57,0.56,,,793,744,728,
Tobacco,Kerala,Kharif,,0,0,0,,,0,0,0,,,1667,1429,1526,
Tobacco,Maharashtra,Kharif,,0.01,0.01,0.01,,,0.01,0.01,0.01,,,1505,1636,1139,
Tobacco,Meghalaya,Kharif,,0.01,0.01,0.01,,,0.01,0.01,0.01,,,999,932,932,
Tobacco,Mizoram,Kharif,,0,0,0,,,0,0,0,,,551,950,1000,
Tobacco,Odisha,Kharif,,0,0,0,,,0,0,0,,,600,1000,1000,
Tobacco,Rajasthan,Kharif,,0,,0,,,0,,0,,,1120,,1380,
Tobacco,Tamil Nadu,Kharif,,0.02,0.02,0.02,,,0.02,0.03,0.03,,,1525,1525,1525,
Tobacco,Telangana,Kharif,,0.03,0.03,0.05,,,0.07,0.09,0.13,,,2216,2851,2571,
Tobacco,Uttar Pradesh,Kharif,,0.28,0.23,0.28,,,1.23,0.93,1.28,,,4394,4062,4580,
Tobacco,West Bengal,Kharif,,0.13,0.12,0.12,,,0.17,0.23,0.24,,,1390,1846,1973,
,,,,,,,,,,,,,,,,,
Sannhemp,Bihar,Kharif,,0.01,0.01,0.01,,,0.03,0.03,0.03,,,807,814,864,
Sannhemp,Chhattisgarh,Kharif,,0.01,0.01,0,,,0.02,0.02,0.01,,,623,583,564,
Sannhemp,Jammu And Kashmir,Kharif,,0,0,0,,,0,0,0,,,1075,631,631,
Sannhemp,Karnataka,Kharif,,0.02,0.02,,,,0.03,0.05,,,,367,406,,
Sannhemp,Madhya Pradesh,Kharif,,,,,,,0,,,,,,,,
Sannhemp,Maharashtra,Kharif,,,,,,,0,,,,,,,,
Sannhemp,Odisha,Kharif,,0.07,0.06,0.06,,,0.37,0.28,0.28,,,919,899,899,
Sannhemp,Rajasthan,Kharif,,0,0.01,0,,,0.01,0.02,0,,,957,403,106,
Sannhemp,Tamil Nadu,Kharif,,,,,,,0,,,,,,,,
Sannhemp,Uttar Pradesh,Kharif,,0.02,0.02,0.02,,,0.03,0.07,0.07,,,273,586,593,
Sannhemp,West Bengal,Kharif,,0,0,0,,,0.01,0.01,0.01,,,758,432,844,
,,,,,,,,,,,,,,,,,
Guarseed,Gujarat,Kharif,,1.14,1.04,1.03,,,0.75,0.74,0.82,,,655,713,792,
Guarseed,Haryana,Kharif,,1.08,1.08,0.93,,,0.91,0.9,0.96,,,842,831,1040,
Guarseed,Punjab,Kharif,,0.12,0.09,0.09,,,0.13,0.07,0.07,,,1051,779,793,
Guarseed,Rajasthan,Kharif,,23.94,29.9,28.82,,,10.03,16.15,14.79,,,419,540,513,
Guarseed,Uttar Pradesh,Kharif,,0.02,0.02,0.02,,,0.01,0.01,0.01,,,717,720,720,
